,GPT-5.4,GPT-5.3,GPT-5.2,o3,GPT-4o,GPT-4o mini,GPT-3.5 Turbo,Claude Opus 4.6,Claude Sonnet 4.6,Claude Haiku 4.5,Gemini 3.1 Pro,Gemini 2.5 Flash,DeepSeek V3,Llama 3.3 70B,Qwen2.5 7B
"Preschool Teachers, Except Special Education",0.7777777777777777,0.7777777777777778,0.6666666666666666,0.5555555555555555,0.5,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.7222222222222222,0.6666666666666666,0.8333333333333334,0.5555555555555555,0.611111111111111,0.5,0.5
Psychiatrists,0.7333333333333334,0.5666666666666667,0.5999999999999999,0.6,0.5333333333333333,0.4333333333333333,0.5,0.6,0.7,0.6666666666666667,0.5666666666666667,0.5333333333333333,0.5,0.4333333333333333,0.4
Public Safety Telecommunicators,0.4074074074074074,0.5555555555555556,0.2592592592592593,0.48148148148148145,0.37037037037037035,0.33333333333333326,0.2592592592592593,0.37037037037037035,0.48148148148148145,0.4444444444444444,0.37037037037037035,0.2962962962962963,0.3333333333333333,0.18518518518518517,0.18518518518518517
Purchasing Managers,0.5333333333333333,0.4,0.4,0.4,0.06666666666666667,0.26666666666666666,0.0,0.4,0.4,0.4666666666666666,0.4,0.3333333333333333,0.0,0.0,0.0
Radiologists,0.6333333333333333,0.6,0.6,0.8,0.3,0.5333333333333333,0.3333333333333333,0.7,0.7,0.7333333333333333,0.6,0.4666666666666667,0.4,0.36666666666666664,0.4
Real Estate Brokers,0.638888888888889,0.6944444444444445,0.5833333333333334,0.611111111111111,0.5277777777777778,0.38888888888888884,0.3333333333333333,0.5555555555555555,0.5555555555555555,0.5277777777777777,0.6388888888888888,0.5833333333333334,0.3611111111111111,0.38888888888888884,0.3611111111111111
Real Estate Sales Agents,0.75,0.6666666666666666,0.49999999999999994,0.5833333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333333,0.625,0.49999999999999994,0.5416666666666666,0.6666666666666666,0.41666666666666663,0.625,0.375
Rehabilitation Counselors,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.1818181818181818,0.36363636363636365,0.0606060606060606,0.5151515151515151,0.606060606060606,0.18181818181818182,0.5454545454545454,0.5757575757575757,0.36363636363636365,0.2727272727272727,0.2727272727272727
Remote Sensing Scientists and Technologists,0.9166666666666666,0.75,0.6666666666666666,0.75,0.5,0.16666666666666666,0.5,0.6666666666666666,0.9166666666666666,0.7499999999999999,0.6666666666666666,0.5833333333333333,0.5833333333333333,0.25,0.25
Respiratory Therapists,0.6666666666666666,0.6,0.6333333333333333,0.6666666666666666,0.6333333333333333,0.26666666666666666,0.3,0.7333333333333333,0.8,0.4,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.4666666666666666,0.3333333333333333
Retail Salespersons,0.5555555555555555,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5555555555555555,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.4444444444444444,0.0,0.1111111111111111
Roofers,0.638888888888889,0.6666666666666666,0.5833333333333334,0.5555555555555555,0.3611111111111111,0.3611111111111111,0.3611111111111111,0.6944444444444443,0.5555555555555556,0.5833333333333334,0.5833333333333334,0.638888888888889,0.5277777777777778,0.49999999999999994,0.4166666666666667
Sales Managers,0.5833333333333333,0.75,0.75,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5833333333333333,0.75,0.08333333333333333,0.5,0.6666666666666666,0.5,0.25,0.25
School Psychologists,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.8055555555555555,0.3055555555555556,0.5277777777777778,0.2777777777777778,0.611111111111111,0.611111111111111,0.611111111111111,0.7222222222222222,0.3333333333333333,0.3611111111111111,0.3055555555555555,0.36111111111111116
Security Guards,0.6666666666666666,0.7037037037037037,0.5925925925925926,0.4074074074074074,0.3333333333333333,0.2222222222222222,0.2962962962962963,0.5925925925925926,0.5185185185185186,0.5185185185185185,0.5185185185185186,0.4074074074074074,0.2592592592592593,0.2222222222222222,0.2962962962962963
Set and Exhibit Designers,1.0,1.0,1.0,1.0,0.6666666666666666,0.4444444444444444,0.6666666666666666,1.0,1.0,0.7777777777777777,1.0,0.5555555555555555,1.0,0.6666666666666666,0.3333333333333333
Ship Engineers,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5833333333333333,0.5,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.75,0.49999999999999994,0.5833333333333334,0.5,0.16666666666666666,0.41666666666666663,0.08333333333333333
Slaughterers and Meat Packers,0.3333333333333333,0.25,0.49999999999999994,0.08333333333333333,0.75,0.5,0.16666666666666666,0.6666666666666666,0.5,0.49999999999999994,0.25,0.41666666666666663,0.08333333333333333,0.25,0.0
Software Developers,0.6969696969696969,0.5151515151515151,0.4848484848484848,0.36363636363636365,0.36363636363636365,0.606060606060606,0.2121212121212121,0.45454545454545453,0.5454545454545454,0.303030303030303,0.4848484848484848,0.33333333333333337,0.5454545454545454,0.5151515151515151,0.45454545454545453
"Special Education Teachers, All Other",0.5,0.4444444444444444,0.611111111111111,0.611111111111111,0.5,0.5,0.6666666666666666,0.6666666666666666,0.611111111111111,0.7222222222222223,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
"Special Education Teachers, Preschool",0.611111111111111,0.5,0.611111111111111,0.5555555555555556,0.611111111111111,0.38888888888888884,0.0,0.5,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.5,0.27777777777777773,0.27777777777777773,0.0
Statisticians,0.6111111111111112,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.19444444444444442,0.5833333333333334,0.6944444444444443,0.3333333333333333,0.38888888888888884,0.4444444444444444,0.3333333333333333,0.3055555555555555,0.3611111111111111
Stockers and Order Fillers,0.75,0.75,0.75,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.75,0.75,0.5833333333333333,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.75,0.6666666666666666
Taxi Drivers,0.9,0.9,0.9,0.9666666666666666,0.5666666666666667,0.26666666666666666,0.4,0.9,0.8666666666666666,0.7999999999999999,0.7333333333333333,0.6666666666666667,0.6666666666666666,0.7,0.6333333333333334
Tellers,0.5925925925925926,0.5555555555555556,0.5925925925925926,0.4444444444444444,0.5185185185185185,0.48148148148148145,0.48148148148148145,0.6666666666666667,0.6296296296296297,0.6296296296296295,0.6296296296296295,0.3703703703703704,0.5185185185185186,0.5185185185185185,0.18518518518518517
Tile and Stone Setters,0.25,0.41666666666666663,0.25,0.5,0.3333333333333333,0.16666666666666666,0.25,0.5,0.5,0.25,0.5,0.41666666666666663,0.0,0.25,0.0
Tire Repairers and Changers,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.5555555555555555,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444,0.6666666666666666,0.0,0.3333333333333333
Transportation Planners,0.6666666666666666,0.6666666666666666,0.7222222222222223,0.611111111111111,0.5277777777777778,0.4166666666666667,0.49999999999999994,0.5277777777777778,0.6666666666666666,0.47222222222222215,0.5,0.4166666666666667,0.4166666666666667,0.47222222222222227,0.3333333333333333
Transportation Security Screeners,0.7777777777777777,1.0,1.0,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.3333333333333333,1.0,1.0,0.5555555555555555,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
Travel Agents,0.619047619047619,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.619047619047619,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5238095238095238
Tree Trimmers and Pruners,0.6666666666666666,0.25,0.5,0.3333333333333333,0.25,0.3333333333333333,0.25,0.5,0.5,0.41666666666666663,0.25,0.3333333333333333,0.25,0.25,0.25
Tutors,0.8888888888888888,0.7777777777777778,0.7407407407407407,0.5925925925925926,0.4074074074074074,0.5555555555555556,0.2962962962962963,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5185185185185185,0.5555555555555556,0.3703703703703704,0.48148148148148145,0.2222222222222222
Veterinarians,0.6333333333333333,0.5333333333333333,0.5666666666666667,0.7,0.6666666666666666,0.2666666666666667,0.4666666666666667,0.8333333333333334,0.9,0.7333333333333333,0.6333333333333333,0.7,0.5333333333333333,0.5333333333333333,0.5
Watch and Clock Repairers,1.0,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.4444444444444444,0.8888888888888888,0.5555555555555555,0.6666666666666666,0.6666666666666666,0.6666666666666666
Web Developers,0.8181818181818182,0.787878787878788,0.7575757575757575,0.6363636363636364,0.6363636363636364,0.7272727272727272,0.5151515151515151,0.5757575757575757,0.6363636363636364,0.42424242424242425,0.7272727272727273,0.4848484848484848,0.3333333333333333,0.2727272727272727,0.2727272727272727
"Welders, Cutters, Solderers, and Brazers",0.8333333333333334,0.7222222222222222,0.5555555555555556,0.5555555555555556,0.27777777777777773,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2222222222222222
